customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,received_at
9282-IZGQK,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,114.75000000000001,85,Yes,2026-09-15T13:18:10.298532
4695-WJZUE,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,119.5425,179.25,Yes,2026-09-15T13:18:10.298532
5527-ACHSO,Female,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,95.17500000000001,829.3,No,2026-09-15T13:18:10.298532
5140-FOMCQ,Female,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),147.35250000000002,6557.75,No,2026-09-15T13:18:10.298532
0410-IPFTY,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.1975,2674.15,No,2026-09-15T13:18:10.298532
1333-PBMXB,Female,0,Yes,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),33.4125,1342.15,No,2026-09-15T13:18:10.298532
1915-OAKWD,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),26.055000000000003,360.35,No,2026-09-15T13:18:10.298532
5707-ORNDZ,Male,1,No,No,5,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,73.6425,494.05,Yes,2026-09-15T13:18:10.298532
7969-AULMZ,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,131.4225,2119.5,Yes,2026-09-15T13:18:10.298532
2700-LUEVA,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),28.012500000000003,20.75,No,2026-09-15T13:18:10.298532
9099-FTUHS,Female,0,No,No,14,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,73.44,1249.25,No,2026-09-15T13:18:10.298532
8699-ASUFO,Male,1,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,100.44000000000001,527.9,Yes,2026-09-15T13:18:10.298532
7181-OQCUT,Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,140.1975,2215,No,2026-09-15T13:18:10.298532
3096-YXENJ,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),145.32750000000001,7082.85,No,2026-09-15T13:18:10.298532
2495-INZWQ,Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.1425,174.3,Yes,2026-09-15T13:18:10.298532
2193-SFWQW,Male,0,Yes,Yes,43,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),151.13250000000002,8033.1,No,2026-09-15T13:18:10.298532
3908-MKIMJ,Male,1,Yes,No,41,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,56.63250000000001,2965.75,No,2026-09-15T13:18:10.298532
6736-DHUQI,Female,0,Yes,Yes,40,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),114.48,5598.3,No,2026-09-15T13:18:10.298532
2868-MZAGQ,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,106.98750000000001,79.25,Yes,2026-09-15T13:18:10.298532
8905-IAZPF,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),129.12750000000003,6744.2,No,2026-09-15T13:18:10.298532
1215-FIGMP,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),121.36500000000001,5450.7,No,2026-09-15T13:18:10.298532
0772-GYEQQ,Male,0,No,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,119.2725,262.05,Yes,2026-09-15T13:18:10.298532
9995-HOTOH,Male,0,Yes,Yes,38,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,79.65,3707.6,No,2026-09-15T13:18:10.298532
7579-KKLOE,Male,0,Yes,Yes,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,123.18750000000001,6589.6,No,2026-09-15T13:18:10.298532
3594-UVONA,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),116.03250000000001,3110.1,Yes,2026-09-15T13:18:10.298532
6641-XRPSU,Female,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.5,2416.1,Yes,2026-09-15T13:18:10.298532
5707-ZMDJP,Male,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,94.09500000000001,3729.6,No,2026-09-15T13:18:10.298532
3307-TLCUD,Male,0,Yes,No,10,No,No phone service,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,46.44,592.75,No,2026-09-15T13:18:10.298532
4797-AXPXK,Female,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,81.0,60,Yes,2026-09-15T13:18:10.298532
4869-EPIUS,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,109.21500000000002,4557.5,No,2026-09-15T13:18:10.298532
8563-IIOXK,Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,67.16250000000001,331.3,Yes,2026-09-15T13:18:10.298532
2773-OVBPK,Male,0,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),150.255,7567.2,No,2026-09-15T13:18:10.298532
1353-LJWEM,Male,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.215,688.5,No,2026-09-15T13:18:10.298532
5868-YTYKS,Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.337500000000002,20.25,No,2026-09-15T13:18:10.298532
8713-IGZSO,Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,33.54750000000001,62,No,2026-09-15T13:18:10.298532
6050-FFXES,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),142.2225,7240.65,No,2026-09-15T13:18:10.298532
9300-RENDD,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,107.9325,79.95,Yes,2026-09-15T13:18:10.298532
4183-MYFRB,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,121.56750000000001,1862.9,No,2026-09-15T13:18:10.298532
3339-EAQNV,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),131.28750000000002,7133.1,No,2026-09-15T13:18:10.298532
2545-EBUPK,Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,113.4675,186.05,No,2026-09-15T13:18:10.298532
4990-ALDGW,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,28.012500000000003,1118.8,No,2026-09-15T13:18:10.298532
0970-ETWGE,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.8925,89.55,Yes,2026-09-15T13:18:10.298532
3671-SHRSP,Male,0,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,108.81,319.15,Yes,2026-09-15T13:18:10.298532
2308-STERM,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.19,61.05,No,2026-09-15T13:18:10.298532
1219-NNDDO,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,103.7475,663.55,No,2026-09-15T13:18:10.298532
3508-CFVZL,Female,0,No,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,150.255,7985.9,No,2026-09-15T13:18:10.298532
3387-PLKUI,Female,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.380000000000003,251.25,No,2026-09-15T13:18:10.298532
9702-AIUJO,Male,0,Yes,Yes,30,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),60.48,2230.85,No,2026-09-15T13:18:10.298532
8337-UPOAQ,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,121.23,914.3,Yes,2026-09-15T13:18:10.298532
1728-CXQBE,Male,1,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,127.23750000000001,6081.4,No,2026-09-15T13:18:10.298532
5134-IKDAY,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,94.23,69.8,Yes,2026-09-15T13:18:10.298532
9638-JIQYA,Male,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),33.615,49.7,No,2026-09-15T13:18:10.298532
6647-ZEDXT,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),149.10750000000002,3327.05,No,2026-09-15T13:18:10.298532
1579-KLYDT,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,122.10750000000002,593.45,Yes,2026-09-15T13:18:10.298532
3985-HOYPM,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,26.19,525.55,No,2026-09-15T13:18:10.298532
6705-LNMDD,Male,0,No,No,12,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,67.5,1003.05,No,2026-09-15T13:18:10.298532
6917-FIJHC,Female,0,Yes,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,35.1,1776,No,2026-09-15T13:18:10.298532
4640-UHDOS,Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,75.53250000000001,734.35,Yes,2026-09-15T13:18:10.298532
1414-YADCW,Male,0,Yes,No,42,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),114.21,5706.2,No,2026-09-15T13:18:10.298532
5960-MVTUK,Male,0,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,40.1625,96.85,No,2026-09-15T13:18:10.298532
0637-KVDLV,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,103.275,162.45,Yes,2026-09-15T13:18:10.298532
5451-YHYPW,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),156.26250000000002,8443.7,No,2026-09-15T13:18:10.298532
5813-UECBU,Male,1,No,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),113.1975,2716.3,Yes,2026-09-15T13:18:10.298532
9947-OTFQU,Male,1,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,100.44000000000001,1074.3,Yes,2026-09-15T13:18:10.298532
1816-FLZDK,Male,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,39.3525,29.15,No,2026-09-15T13:18:10.298532
3005-NFMTA,Male,1,No,No,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,133.38,5617.75,Yes,2026-09-15T13:18:10.298532
4710-NKCAW,Male,0,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),86.94000000000001,316.9,No,2026-09-15T13:18:10.298532
4290-BSXUX,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),107.52750000000002,251.75,Yes,2026-09-15T13:18:10.298532
6266-QHOJZ,Female,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,121.2975,5844.65,No,2026-09-15T13:18:10.298532
6047-SUHPR,Male,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,80.73,2343.85,No,2026-09-15T13:18:10.298532
6010-DDPPW,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.9525,1940.85,No,2026-09-15T13:18:10.298532
4374-YMUSQ,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),156.9375,3899.05,No,2026-09-15T13:18:10.298532
1958-RNRKS,Male,0,Yes,No,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,67.36500000000001,1441.95,No,2026-09-15T13:18:10.298532
7176-WIONM,Female,0,Yes,No,7,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.2975,617.15,No,2026-09-15T13:18:10.298532
9483-GCPWE,Male,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,27.135000000000005,190.25,No,2026-09-15T13:18:10.298532
1264-FUHCX,Female,0,Yes,No,29,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),76.005,2780.6,No,2026-09-15T13:18:10.298532
8887-IPQNC,Female,0,Yes,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,59.737500000000004,313.45,No,2026-09-15T13:18:10.298532
2921-XWDJH,Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.65750000000001,3147.15,No,2026-09-15T13:18:10.298532
5574-NXZIU,Male,0,No,No,38,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),147.42000000000002,7049.75,No,2026-09-15T13:18:10.298532
8644-XLFBW,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.72750000000002,71.65,Yes,2026-09-15T13:18:10.298532
4811-JBUVU,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),121.36500000000001,2723.15,No,2026-09-15T13:18:10.298532
8970-ANWXO,Female,0,No,No,14,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,99.5625,1756.6,No,2026-09-15T13:18:10.298532
0602-DDUML,Female,0,No,No,34,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,94.16250000000001,3894.4,No,2026-09-15T13:18:10.298532
